-0.156844	8.06	-1.00195	
-0.136813	8.07	-1.00494	
-0.116631	8.08	-1.00752	
-0.0963252	8.09	-1.00967	
-0.0759251	8.1	-1.01141	
-0.0554594	8.11	-1.01272	
-0.0349569	8.12	-1.0136	
-0.0144465	8.13	-1.01407	
0.00604299	8.14	-1.01412	
0.0264831	8.15	-1.01375	
0.0468456	8.16	-1.01298	
0.0671025	8.17	-1.01181	
0.0872262	8.18	-1.01024	
0.10719	8.19	-1.00827	
0.126966	8.2	-1.00593	
0.146529	8.21	-1.00321	
0.165852	8.22	-1.00013	
0.184913	8.23	-0.996689	
0.203685	8.24	-0.992913	
0.222148	8.25	-0.988813	
0.240279	8.26	-0.98441	
0.258059	8.27	-0.979722	
0.275469	8.28	-0.974774	
0.292493	8.29	-0.969591	
0.309116	8.3	-0.964197	
0.325324	8.31	-0.958621	
0.341103	8.32	-0.95289	
0.356445	8.33	-0.947031	
0.371337	8.34	-0.941072	
0.385772	8.35	-0.935037	
0.399741	8.36	-0.928953	
0.413235	8.37	-0.922841	
0.426248	8.38	-0.916726	
0.438774	8.39	-0.910628	
0.450805	8.4	-0.904566	
0.462337	8.41	-0.898561	
0.473365	8.42	-0.892632	
0.483886	8.43	-0.886797	
0.493897	8.44	-0.881077	
